user_id,session_id,transaction_id,archetype,is_fraud,is_benign_anomaly
U100000,S100054,T100054,normal,False,none
U100001,S100055,T100055,normal,False,none
U100001,S100056,T100056,normal,False,none
U100001,S100057,T100057,normal,False,none
U100001,S100058,T100058,normal,False,none
U100001,S100059,T100059,normal,False,none
U100001,S100060,T100060,normal,False,none
U100001,S100061,T100061,normal,False,none
U100001,S100062,T100062,normal,False,none
U100001,S100063,T100063,normal,False,none
U100001,S100064,T100064,normal,False,none
U100001,S100065,T100065,normal,False,none
U100001,S100066,T100066,normal,False,none
U100001,S100067,T100067,normal,False,none
U100001,S100068,T100068,normal,False,none
U100001,S100069,T100069,normal,False,none
U100001,S100070,T100070,normal,False,none
U100001,S100071,T100071,normal,False,none
U100001,S100072,T100072,normal,False,none
U100001,S100073,T100073,normal,False,none
U100001,S100074,T100074,normal,False,none
U100001,S100075,T100075,normal,False,none
U100001,S100076,T100076,normal,False,none
U100001,S100077,T100077,normal,False,none
U100001,S100078,T100078,normal,False,none
U100001,S100079,T100079,normal,False,none
U100001,S100080,T100080,normal,False,none
U100001,S100081,T100081,normal,False,none
U100001,S100082,T100082,normal,False,none
U100001,S100083,T100083,normal,False,none
U100001,S100084,T100084,normal,False,none
U100001,S100085,T100085,normal,False,none
U100001,S100086,T100086,normal,False,none
U100001,S100087,T100087,normal,False,none
U100001,S100088,T100088,normal,False,none
U100001,S100089,T100089,normal,False,none
U100001,S100090,T100090,normal,False,none
U100001,S100091,T100091,normal,False,none
U100001,S100092,T100092,normal,False,none
U100001,S100093,T100093,normal,False,none
U100001,S100094,T100094,normal,False,none
U100001,S100095,T100095,normal,False,none
U100001,S100096,T100096,normal,False,none
U100002,S100097,T100097,normal,False,none
U100002,S100098,T100098,normal,False,none
U100002,S100099,T100099,normal,False,none
U100002,S100100,T100100,normal,False,none
U100002,S100101,T100101,normal,False,none
U100002,S100102,T100102,normal,False,none
U100002,S100103,T100103,normal,False,none
U100002,S100104,T100104,normal,False,none
U100002,S100105,T100105,normal,False,none
U100002,S100106,T100106,normal,False,none
U100002,S100107,T100107,normal,False,none
U100002,S100108,T100108,normal,False,none
U100002,S100109,T100109,normal,False,none
U100002,S100110,T100110,normal,False,none
U100002,S100111,T100111,normal,False,none
U100002,S100112,T100112,normal,False,none
U100002,S100113,T100113,normal,False,none
U100002,S100114,T100114,normal,False,none
U100002,S100115,T100115,normal,False,none
U100002,S100116,T100116,normal,False,none
U100002,S100117,T100117,normal,False,none
U100002,S100118,T100118,normal,False,none
U100002,S100119,T100119,normal,False,none
U100002,S100120,T100120,normal,False,none
U100002,S100121,T100121,normal,False,none
U100002,S100122,T100122,normal,False,none
U100002,S100123,T100123,normal,False,none
U100002,S100124,T100124,normal,False,none
U100002,S100125,T100125,normal,False,none
U100002,S100126,T100126,normal,False,none
U100002,S100127,T100127,normal,False,none
U100002,S100128,T100128,normal,False,none
U100002,S100129,T100129,normal,False,none
U100002,S100130,T100130,normal,False,none
U100002,S100131,T100131,normal,False,none
U100002,S100132,T100132,normal,False,none
U100002,S100133,T100133,normal,False,none
U100002,S100134,T100134,normal,False,none
U100002,S100135,T100135,normal,False,none
U100002,S100136,T100136,normal,False,none
U100002,S100137,T100137,normal,False,none
U100002,S100138,T100138,normal,False,none
U100002,S100139,T100139,normal,False,none
U100002,S100140,T100140,normal,False,none
U100002,S100141,T100141,normal,False,none
U100002,S100142,T100142,normal,False,none
U100002,S100143,T100143,normal,False,none
U100002,S100144,T100144,normal,False,none
U100002,S100145,T100145,normal,False,none
U100002,S100146,T100146,normal,False,none
U100002,S100147,T100147,normal,False,none
U100002,S100148,T100148,normal,False,none
U100002,S100149,T100149,normal,False,none
U100002,S100150,T100150,normal,False,none
U100003,S100151,T100151,normal,False,none
U100003,S100152,T100152,normal,False,none
U100003,S100153,T100153,normal,False,none
U100003,S100154,T100154,normal,False,none
U100003,S100155,T100155,normal,False,none
U100003,S100156,T100156,normal,False,none
U100003,S100157,T100157,normal,False,none
U100003,S100158,T100158,normal,False,none
U100003,S100159,T100159,normal,False,none
U100003,S100160,T100160,normal,False,none
U100003,S100161,T100161,normal,False,none
U100003,S100162,T100162,normal,False,none
U100003,S100163,T100163,normal,False,none
U100003,S100164,T100164,normal,False,none
U100003,S100165,T100165,normal,False,none
U100003,S100166,T100166,normal,False,none
U100003,S100167,T100167,normal,False,none
U100003,S100168,T100168,normal,False,none
U100003,S100169,T100169,normal,False,none
U100003,S100170,T100170,normal,False,none
U100003,S100171,T100171,normal,False,none
U100003,S100172,T100172,normal,False,none
U100003,S100173,T100173,normal,False,none
U100003,S100174,T100174,normal,False,none
U100003,S100175,T100175,normal,False,none
U100003,S100176,T100176,normal,False,none
U100003,S100177,T100177,normal,False,none
U100003,S100178,T100178,normal,False,none
U100003,S100179,T100179,normal,False,none
U100003,S100180,T100180,normal,False,none
U100003,S100181,T100181,normal,False,none
U100003,S100182,T100182,normal,False,none
U100003,S100183,T100183,normal,False,none
U100003,S100184,T100184,normal,False,none
U100003,S100185,T100185,normal,False,none
U100003,S100186,T100186,normal,False,none
U100003,S100187,T100187,normal,False,none
U100003,S100188,T100188,normal,False,none
U100003,S100189,T100189,normal,False,none
U100003,S100190,T100190,normal,False,none
U100003,S100191,T100191,normal,False,none
U100003,S100192,T100192,normal,False,none
U100003,S100193,T100193,normal,False,none
U100003,S100194,T100194,normal,False,none
U100003,S100195,T100195,normal,False,none
U100003,S100196,T100196,normal,False,none
U100003,S100197,T100197,normal,False,none
U100003,S100198,T100198,normal,False,none
U100003,S100199,T100199,normal,False,none
U100003,S100200,T100200,normal,False,none
U100003,S100201,T100201,normal,False,none
U100003,S100202,T100202,normal,False,none
U100003,S100203,T100203,normal,False,none
U100003,S100204,T100204,normal,False,none
U100003,S100205,T100205,normal,False,none
U100004,S100206,T100206,normal,False,none
U100004,S100207,T100207,normal,False,none
U100004,S100208,T100208,normal,False,none
U100004,S100209,T100209,normal,False,none
U100004,S100210,T100210,normal,False,none
U100004,S100211,T100211,normal,False,none
U100004,S100212,T100212,normal,False,none
U100004,S100213,T100213,normal,False,none
U100004,S100214,T100214,normal,False,none
U100004,S100215,T100215,normal,False,none
U100004,S100216,T100216,normal,False,none
U100004,S100217,T100217,normal,False,none
U100004,S100218,T100218,normal,False,none
U100004,S100219,T100219,normal,False,none
U100004,S100220,T100220,normal,False,none
U100004,S100221,T100221,normal,False,none
U100004,S100222,T100222,normal,False,none
U100004,S100223,T100223,normal,False,none
U100004,S100224,T100224,normal,False,none
U100004,S100225,T100225,normal,False,none
U100004,S100226,T100226,normal,False,none
U100004,S100227,T100227,normal,False,none
U100004,S100228,T100228,normal,False,none
U100004,S100229,T100229,normal,False,none
U100004,S100230,T100230,normal,False,none
U100004,S100231,T100231,normal,False,none
U100004,S100232,T100232,normal,False,none
U100004,S100233,T100233,normal,False,none
U100004,S100234,T100234,normal,False,none
U100004,S100235,T100235,normal,False,none
U100004,S100236,T100236,normal,False,none
U100004,S100237,T100237,normal,False,none
U100004,S100238,T100238,normal,False,none
U100004,S100239,T100239,normal,False,none
U100004,S100240,T100240,normal,False,none
U100004,S100241,T100241,normal,False,none
U100004,S100242,T100242,normal,False,none
U100004,S100243,T100243,normal,False,none
U100004,S100244,T100244,normal,False,none
U100004,S100245,T100245,normal,False,none
U100004,S100246,T100246,normal,False,none
U100004,S100247,T100247,normal,False,none
U100004,S100248,T100248,normal,False,none
U100004,S100249,T100249,normal,False,none
U100004,S100250,T100250,normal,False,none
U100004,S100251,T100251,normal,False,none
U100004,S100252,T100252,normal,False,none
U100004,S100253,T100253,normal,False,none
U100004,S100254,T100254,normal,False,none
U100005,S100255,T100255,normal,False,none
U100005,S100256,T100256,normal,False,none
U100005,S100257,T100257,normal,False,none
U100005,S100258,T100258,normal,False,none
U100005,S100259,T100259,normal,False,none
U100005,S100260,T100260,normal,False,none
U100005,S100261,T100261,normal,False,none
U100005,S100262,T100262,normal,False,none
U100005,S100263,T100263,normal,False,none
U100005,S100264,T100264,normal,False,none
U100005,S100265,T100265,normal,False,none
U100005,S100266,T100266,normal,False,none
U100005,S100267,T100267,normal,False,none
U100005,S100268,T100268,normal,False,none
U100005,S100269,T100269,normal,False,none
U100005,S100270,T100270,normal,False,none
U100005,S100271,T100271,normal,False,none
U100005,S100272,T100272,normal,False,none
U100005,S100273,T100273,normal,False,none
U100005,S100274,T100274,normal,False,none
U100005,S100275,T100275,normal,False,none
U100005,S100276,T100276,normal,False,none
U100005,S100277,T100277,normal,False,none
U100005,S100278,T100278,normal,False,none
U100005,S100279,T100279,normal,False,none
U100005,S100280,T100280,normal,False,none
U100005,S100281,T100281,normal,False,none
U100005,S100282,T100282,normal,False,none
U100005,S100283,T100283,normal,False,none
U100005,S100284,T100284,normal,False,none
U100005,S100285,T100285,normal,False,none
U100005,S100286,T100286,normal,False,none
U100005,S100287,T100287,normal,False,none
U100005,S100288,T100288,normal,False,none
U100005,S100289,T100289,normal,False,none
U100005,S100290,T100290,normal,False,none
U100005,S100291,T100291,normal,False,none
U100005,S100292,T100292,normal,False,none
U100005,S100293,T100293,normal,False,none
U100005,S100294,T100294,normal,False,none
U100005,S100295,T100295,normal,False,none
U100005,S100296,T100296,normal,False,none
U100005,S100297,T100297,normal,False,none
U100005,S100298,T100298,normal,False,none
U100005,S100299,T100299,normal,False,none
U100006,S100300,T100300,normal,False,none
U100006,S100301,T100301,normal,False,none
U100006,S100302,T100302,normal,False,none
U100006,S100303,T100303,normal,False,none
U100006,S100304,T100304,normal,False,none
U100006,S100305,T100305,normal,False,none
U100006,S100306,T100306,normal,False,none
U100006,S100307,T100307,normal,False,none
U100006,S100308,T100308,normal,False,none
U100006,S100309,T100309,normal,False,none
U100006,S100310,T100310,normal,False,none
U100006,S100311,T100311,normal,False,none
U100006,S100312,T100312,normal,False,none
U100006,S100313,T100313,normal,False,none
U100006,S100314,T100314,normal,False,none
U100006,S100315,T100315,normal,False,none
U100006,S100316,T100316,normal,False,none
U100006,S100317,T100317,normal,False,none
U100006,S100318,T100318,normal,False,none
U100006,S100319,T100319,normal,False,none
U100006,S100320,T100320,normal,False,none
U100006,S100321,T100321,normal,False,none
U100006,S100322,T100322,normal,False,none
U100006,S100323,T100323,normal,False,none
U100006,S100324,T100324,normal,False,none
U100006,S100325,T100325,normal,False,none
U100006,S100326,T100326,normal,False,none
U100006,S100327,T100327,normal,False,none
U100006,S100328,T100328,normal,False,none
U100006,S100329,T100329,normal,False,none
U100006,S100330,T100330,normal,False,none
U100006,S100331,T100331,normal,False,none
U100006,S100332,T100332,normal,False,none
U100006,S100333,T100333,normal,False,none
U100006,S100334,T100334,normal,False,none
U100006,S100335,T100335,normal,False,none
U100006,S100336,T100336,normal,False,none
U100006,S100337,T100337,normal,False,none
U100006,S100338,T100338,normal,False,none
U100006,S100339,T100339,normal,False,none
U100006,S100340,T100340,normal,False,none
U100006,S100341,T100341,normal,False,none
U100006,S100342,T100342,normal,False,none
U100006,S100343,T100343,normal,False,none
U100006,S100344,T100344,normal,False,none
U100006,S100345,T100345,normal,False,none
U100006,S100346,T100346,normal,False,none
U100006,S100347,T100347,normal,False,none
U100006,S100348,T100348,normal,False,none
U100006,S100349,T100349,normal,False,none
U100006,S100350,T100350,normal,False,none
U100006,S100351,T100351,normal,False,none
U100006,S100352,T100352,normal,False,none
U100006,S100353,T100353,normal,False,none
U100006,S100354,T100354,normal,False,none
U100006,S100355,T100355,normal,False,none
U100007,S100356,T100356,normal,False,none
U100007,S100357,T100357,normal,False,none
U100007,S100358,T100358,normal,False,none
U100007,S100359,T100359,normal,False,none
U100007,S100360,T100360,normal,False,none
U100007,S100361,T100361,normal,False,none
U100007,S100362,T100362,normal,False,none
U100007,S100363,T100363,normal,False,none
U100007,S100364,T100364,normal,False,none
U100007,S100365,T100365,normal,False,none
U100007,S100366,T100366,normal,False,none
U100007,S100367,T100367,normal,False,none
U100007,S100368,T100368,normal,False,none
U100007,S100369,T100369,normal,False,none
U100007,S100370,T100370,normal,False,none
U100007,S100371,T100371,normal,False,none
U100007,S100372,T100372,normal,False,none
U100007,S100373,T100373,normal,False,none
U100007,S100374,T100374,normal,False,none
U100007,S100375,T100375,normal,False,none
U100007,S100376,T100376,normal,False,none
U100007,S100377,T100377,normal,False,none
U100007,S100378,T100378,normal,False,none
U100007,S100379,T100379,normal,False,none
U100007,S100380,T100380,normal,False,none
U100007,S100381,T100381,normal,False,none
U100007,S100382,T100382,normal,False,none
U100007,S100383,T100383,normal,False,none
U100007,S100384,T100384,normal,False,none
U100007,S100385,T100385,normal,False,none
U100007,S100386,T100386,normal,False,none
U100007,S100387,T100387,normal,False,none
U100007,S100388,T100388,normal,False,none
U100007,S100389,T100389,normal,False,none
U100007,S100390,T100390,normal,False,none
U100007,S100391,T100391,normal,False,none
U100007,S100392,T100392,normal,False,none
U100007,S100393,T100393,normal,False,none
U100007,S100394,T100394,normal,False,none
U100008,S100395,T100395,normal,False,none
U100008,S100396,T100396,normal,False,none
U100008,S100397,T100397,normal,False,none
U100008,S100398,T100398,normal,False,none
U100008,S100399,T100399,normal,False,none
U100008,S100400,T100400,normal,False,none
U100008,S100401,T100401,normal,False,none
U100008,S100402,T100402,normal,False,none
U100008,S100403,T100403,normal,False,none
U100008,S100404,T100404,normal,False,none
U100008,S100405,T100405,normal,False,none
U100008,S100406,T100406,normal,False,none
U100008,S100407,T100407,normal,False,none
U100008,S100408,T100408,normal,False,none
U100008,S100409,T100409,normal,False,none
U100008,S100410,T100410,normal,False,none
U100008,S100411,T100411,normal,False,none
U100008,S100412,T100412,normal,False,none
U100008,S100413,T100413,normal,False,none
U100008,S100414,T100414,normal,False,none
U100009,S100415,T100415,normal,False,none
U100009,S100416,T100416,normal,False,none
U100009,S100417,T100417,normal,False,none
U100009,S100418,T100418,normal,False,none
U100009,S100419,T100419,normal,False,none
U100009,S100420,T100420,normal,False,none
U100009,S100421,T100421,normal,False,none
U100009,S100422,T100422,normal,False,none
U100009,S100423,T100423,normal,False,none
U100009,S100424,T100424,normal,False,none
U100009,S100425,T100425,normal,False,none
U100009,S100426,T100426,normal,False,none
U100009,S100427,T100427,normal,False,none
U100009,S100428,T100428,normal,False,none
U100009,S100429,T100429,normal,False,none
U100009,S100430,T100430,normal,False,none
U100009,S100431,T100431,normal,False,none
U100009,S100432,T100432,normal,False,none
U100009,S100433,T100433,normal,False,none
U100009,S100434,T100434,normal,False,none
U100009,S100435,T100435,normal,False,none
U100009,S100436,T100436,normal,False,none
U100009,S100437,T100437,normal,False,none
U100009,S100438,T100438,normal,False,none
U100009,S100439,T100439,normal,False,none
U100009,S100440,T100440,normal,False,none
U100009,S100441,T100441,normal,False,none
U100009,S100442,T100442,normal,False,none
U100009,S100443,T100443,normal,False,none
U100009,S100444,T100444,normal,False,none
U100009,S100445,T100445,normal,False,none
U100009,S100446,T100446,normal,False,none
U100009,S100447,T100447,normal,False,none
U100009,S100448,T100448,normal,False,none
U100009,S100449,T100449,normal,False,none
U100009,S100450,T100450,normal,False,none
U100009,S100451,T100451,normal,False,none
U100009,S100452,T100452,normal,False,none
U100009,S100453,T100453,normal,False,none
U100009,S100454,T100454,normal,False,none
U100009,S100455,T100455,normal,False,none
U100009,S100456,T100456,normal,False,none
U100009,S100457,T100457,normal,False,none
U100009,S100458,T100458,normal,False,none
U100009,S100459,T100459,normal,False,none
U100009,S100460,T100460,normal,False,none
U100009,S100461,T100461,normal,False,none
U100009,S100462,T100462,normal,False,none
U100009,S100463,T100463,normal,False,none
U100010,S100464,T100464,normal,False,none
U100010,S100465,T100465,normal,False,none
U100010,S100466,T100466,normal,False,none
U100010,S100467,T100467,normal,False,none
U100010,S100468,T100468,normal,False,none
U100010,S100469,T100469,normal,False,none
U100010,S100470,T100470,normal,False,none
U100010,S100471,T100471,normal,False,none
U100010,S100472,T100472,normal,False,none
U100010,S100473,T100473,normal,False,none
U100010,S100474,T100474,normal,False,none
U100010,S100475,T100475,normal,False,none
U100010,S100476,T100476,normal,False,none
U100010,S100477,T100477,normal,False,none
U100010,S100478,T100478,normal,False,none
U100010,S100479,T100479,normal,False,none
U100010,S100480,T100480,normal,False,none
U100010,S100481,T100481,normal,False,none
U100010,S100482,T100482,normal,False,none
U100010,S100483,T100483,normal,False,none
U100010,S100484,T100484,normal,False,none
U100010,S100485,T100485,normal,False,none
U100010,S100486,T100486,normal,False,none
U100010,S100487,T100487,normal,False,none
U100010,S100488,T100488,normal,False,none
U100010,S100489,T100489,normal,False,none
U100010,S100490,T100490,normal,False,none
U100010,S100491,T100491,normal,False,none
U100010,S100492,T100492,normal,False,none
U100010,S100493,T100493,normal,False,none
U100010,S100494,T100494,normal,False,none
U100010,S100495,T100495,normal,False,none
U100010,S100496,T100496,normal,False,none
U100010,S100497,T100497,normal,False,none
U100010,S100498,T100498,normal,False,none
U100010,S100499,T100499,normal,False,none
U100010,S100500,T100500,normal,False,none
U100010,S100501,T100501,normal,False,none
U100010,S100502,T100502,normal,False,none
U100010,S100503,T100503,normal,False,none
U100010,S100504,T100504,normal,False,none
U100010,S100505,T100505,normal,False,none
U100010,S100506,T100506,normal,False,none
U100010,S100507,T100507,normal,False,none
U100010,S100508,T100508,normal,False,none
U100010,S100509,T100509,normal,False,none
U100010,S100510,T100510,normal,False,none
U100010,S100511,T100511,normal,False,none
U100010,S100512,T100512,normal,False,none
U100010,S100513,T100513,normal,False,none
U100010,S100514,T100514,normal,False,none
U100010,S100515,T100515,normal,False,none
U100011,S100516,T100516,normal,False,none
U100011,S100517,T100517,normal,False,none
U100011,S100518,T100518,normal,False,none
U100011,S100519,T100519,normal,False,none
U100011,S100520,T100520,normal,False,none
U100011,S100521,T100521,normal,False,none
U100011,S100522,T100522,normal,False,none
U100011,S100523,T100523,normal,False,none
U100011,S100524,T100524,normal,False,none
U100011,S100525,T100525,normal,False,none
U100011,S100526,T100526,normal,False,none
U100011,S100527,T100527,normal,False,none
U100011,S100528,T100528,normal,False,none
U100011,S100529,T100529,normal,False,none
U100011,S100530,T100530,normal,False,none
U100011,S100531,T100531,normal,False,none
U100011,S100532,T100532,normal,False,none
U100011,S100533,T100533,normal,False,none
U100011,S100534,T100534,normal,False,none
U100011,S100535,T100535,normal,False,none
U100011,S100536,T100536,normal,False,none
U100011,S100537,T100537,normal,False,none
U100011,S100538,T100538,normal,False,none
U100011,S100539,T100539,normal,False,none
U100011,S100540,T100540,normal,False,none
U100011,S100541,T100541,normal,False,none
U100011,S100542,T100542,normal,False,none
U100011,S100543,T100543,normal,False,none
U100011,S100544,T100544,normal,False,none
U100011,S100545,T100545,normal,False,none
U100011,S100546,T100546,normal,False,none
U100011,S100547,T100547,normal,False,none
U100011,S100548,T100548,normal,False,none
U100011,S100549,T100549,normal,False,none
U100011,S100550,T100550,normal,False,none
U100012,S100551,T100551,normal,False,none
U100012,S100552,T100552,normal,False,none
U100012,S100553,T100553,normal,False,none
U100012,S100554,T100554,normal,False,none
U100012,S100555,T100555,normal,False,none
U100012,S100556,T100556,normal,False,none
U100012,S100557,T100557,normal,False,none
U100012,S100558,T100558,normal,False,none
U100012,S100559,T100559,normal,False,none
U100012,S100560,T100560,normal,False,none
U100012,S100561,T100561,normal,False,none
U100012,S100562,T100562,normal,False,none
U100012,S100563,T100563,normal,False,none
U100012,S100564,T100564,normal,False,none
U100012,S100565,T100565,normal,False,none
U100012,S100566,T100566,normal,False,none
U100012,S100567,T100567,normal,False,none
U100012,S100568,T100568,normal,False,none
U100012,S100569,T100569,normal,False,none
U100012,S100570,T100570,normal,False,none
U100012,S100571,T100571,normal,False,none
U100012,S100572,T100572,normal,False,none
U100012,S100573,T100573,normal,False,none
U100012,S100574,T100574,normal,False,none
U100012,S100575,T100575,normal,False,none
U100012,S100576,T100576,normal,False,none
U100012,S100577,T100577,normal,False,none
U100012,S100578,T100578,normal,False,none
U100012,S100579,T100579,normal,False,none
U100012,S100580,T100580,normal,False,none
U100012,S100581,T100581,normal,False,none
U100012,S100582,T100582,normal,False,none
U100012,S100583,T100583,normal,False,none
U100012,S100584,T100584,normal,False,none
U100012,S100585,T100585,normal,False,none
U100012,S100586,T100586,normal,False,none
U100012,S100587,T100587,normal,False,none
U100012,S100588,T100588,normal,False,none
U100012,S100589,T100589,normal,False,none
U100012,S100590,T100590,normal,False,none
U100012,S100591,T100591,normal,False,none
U100012,S100592,T100592,normal,False,none
U100012,S100593,T100593,normal,False,none
U100012,S100594,T100594,normal,False,none
U100012,S100595,T100595,normal,False,none
U100012,S100596,T100596,normal,False,none
U100012,S100597,T100597,normal,False,none
U100012,S100598,T100598,normal,False,none
U100012,S100599,T100599,normal,False,none
U100012,S100600,T100600,normal,False,none
U100012,S100601,T100601,normal,False,none
U100012,S100602,T100602,normal,False,none
U100013,S100603,T100603,normal,False,none
U100013,S100604,T100604,normal,False,none
U100013,S100605,T100605,normal,False,none
U100013,S100606,T100606,normal,False,none
U100013,S100607,T100607,normal,False,none
U100013,S100608,T100608,normal,False,none
U100013,S100609,T100609,normal,False,none
U100013,S100610,T100610,normal,False,none
U100013,S100611,T100611,normal,False,none
U100013,S100612,T100612,normal,False,none
U100013,S100613,T100613,normal,False,none
U100013,S100614,T100614,normal,False,none
U100013,S100615,T100615,normal,False,none
U100013,S100616,T100616,normal,False,none
U100013,S100617,T100617,normal,False,none
U100013,S100618,T100618,normal,False,none
U100013,S100619,T100619,normal,False,none
U100013,S100620,T100620,normal,False,none
U100013,S100621,T100621,normal,False,none
U100013,S100622,T100622,normal,False,none
U100013,S100623,T100623,normal,False,none
U100013,S100624,T100624,normal,False,none
U100013,S100625,T100625,normal,False,none
U100013,S100626,T100626,normal,False,none
U100013,S100627,T100627,normal,False,none
U100013,S100628,T100628,normal,False,none
U100013,S100629,T100629,normal,False,none
U100013,S100630,T100630,normal,False,none
U100013,S100631,T100631,normal,False,none
U100013,S100632,T100632,normal,False,none
U100013,S100633,T100633,normal,False,none
U100013,S100634,T100634,normal,False,none
U100013,S100635,T100635,normal,False,none
U100013,S100636,T100636,normal,False,none
U100014,S100637,T100637,normal,False,none
U100014,S100638,T100638,normal,False,none
U100014,S100639,T100639,normal,False,none
U100014,S100640,T100640,normal,False,none
U100014,S100641,T100641,normal,False,none
U100014,S100642,T100642,normal,False,none
U100014,S100643,T100643,normal,False,none
U100014,S100644,T100644,normal,False,none
U100014,S100645,T100645,normal,False,none
U100014,S100646,T100646,normal,False,none
U100014,S100647,T100647,normal,False,none
U100014,S100648,T100648,normal,False,none
U100014,S100649,T100649,normal,False,none
U100014,S100650,T100650,normal,False,none
U100014,S100651,T100651,normal,False,none
U100014,S100652,T100652,normal,False,none
U100014,S100653,T100653,normal,False,none
U100014,S100654,T100654,normal,False,none
U100014,S100655,T100655,normal,False,none
U100014,S100656,T100656,normal,False,none
U100014,S100657,T100657,normal,False,none
U100014,S100658,T100658,normal,False,none
U100014,S100659,T100659,normal,False,none
U100014,S100660,T100660,normal,False,none
U100014,S100661,T100661,normal,False,none
U100014,S100662,T100662,normal,False,none
U100014,S100663,T100663,normal,False,none
U100014,S100664,T100664,normal,False,none
U100014,S100665,T100665,normal,False,none
U100014,S100666,T100666,normal,False,none
U100014,S100667,T100667,normal,False,none
U100014,S100668,T100668,normal,False,none
U100014,S100669,T100669,normal,False,none
U100014,S100670,T100670,normal,False,none
U100014,S100671,T100671,normal,False,none
U100014,S100672,T100672,normal,False,none
U100014,S100673,T100673,normal,False,none
U100014,S100674,T100674,normal,False,none
U100014,S100675,T100675,normal,False,none
U100014,S100676,T100676,normal,False,none
U100014,S100677,T100677,normal,False,none
U100014,S100678,T100678,normal,False,none
U100014,S100679,T100679,normal,False,none
U100014,S100680,T100680,normal,False,none
U100014,S100681,T100681,normal,False,none
U100014,S100682,T100682,normal,False,none
U100014,S100683,T100683,normal,False,none
U100014,S100684,T100684,normal,False,none
U100014,S100685,T100685,normal,False,none
U100014,S100686,T100686,normal,False,none
U100014,S100687,T100687,normal,False,none
U100014,S100688,T100688,normal,False,none
U100014,S100689,T100689,normal,False,none
U100014,S100690,T100690,normal,False,none
U100014,S100691,T100691,normal,False,none
U100014,S100692,T100692,normal,False,none
U100014,S100693,T100693,normal,False,none
U100014,S100694,T100694,normal,False,none
U100014,S100695,T100695,normal,False,none
U100015,S100696,T100696,normal,False,none
U100015,S100697,T100697,normal,False,none
U100015,S100698,T100698,normal,False,none
U100015,S100699,T100699,normal,False,none
U100015,S100700,T100700,normal,False,none
U100015,S100701,T100701,normal,False,none
U100015,S100702,T100702,normal,False,none
U100015,S100703,T100703,normal,False,none
U100015,S100704,T100704,normal,False,none
U100015,S100705,T100705,normal,False,none
U100015,S100706,T100706,normal,False,none
U100015,S100707,T100707,normal,False,none
U100015,S100708,T100708,normal,False,none
U100015,S100709,T100709,normal,False,none
U100015,S100710,T100710,normal,False,none
U100015,S100711,T100711,normal,False,none
U100015,S100712,T100712,normal,False,none
U100015,S100713,T100713,normal,False,none
U100015,S100714,T100714,normal,False,none
U100015,S100715,T100715,normal,False,none
U100016,S100716,T100716,normal,False,none
U100016,S100717,T100717,normal,False,none
U100016,S100718,T100718,normal,False,none
U100016,S100719,T100719,normal,False,none
U100016,S100720,T100720,normal,False,none
U100016,S100721,T100721,normal,False,none
U100016,S100722,T100722,normal,False,none
U100016,S100723,T100723,normal,False,none
U100016,S100724,T100724,normal,False,none
U100016,S100725,T100725,normal,False,none
U100016,S100726,T100726,normal,False,none
U100016,S100727,T100727,normal,False,none
U100016,S100728,T100728,normal,False,none
U100016,S100729,T100729,normal,False,none
U100016,S100730,T100730,normal,False,none
U100016,S100731,T100731,normal,False,none
U100016,S100732,T100732,normal,False,none
