session_id,user_id,channel,start_time,device_fingerprint_id,keystroke_mean_ms,keystroke_std_ms,field_pasted,is_new_device
S100053,U100000,app,2026-08-28 03:51:13.725829,D100000,281.69076574691087,28.85332798008122,False,False
S100054,U100000,app,2026-08-28 11:48:39.194975,D100000,274.0150204129426,31.637085935424853,False,False
S100055,U100001,app,2026-06-06 23:05:51.388454,D100001,242.77102876144724,53.64803590326995,False,True
S100056,U100001,app,2026-06-10 18:46:09.010217,D100001,221.56460260577538,54.025493353295005,False,False
S100057,U100001,app,2026-06-14 08:11:48.595570,D100001,213.75687511529065,58.126061694481066,False,False
S100058,U100001,app,2026-06-14 12:52:50.303286,D100001,268.5547712557301,56.26734677975375,False,False
S100059,U100001,app,2026-06-18 06:18:46.941126,D100001,252.45738795238358,55.29088583373688,False,False
S100060,U100001,app,2026-06-20 00:56:43.626689,D100001,231.33188126146126,60.45249576848414,False,False
S100061,U100001,app,2026-06-20 12:00:52.235783,D100001,235.2521701752485,61.070634046113526,False,False
S100062,U100001,app,2026-06-20 22:06:02.879274,D100001,199.51668759333245,50.195950537377435,False,False
S100063,U100001,app,2026-06-25 21:36:31.450116,D100001,235.19457891770054,61.33215845724602,False,False
S100064,U100001,app,2026-06-28 21:44:59.518664,D100001,221.9737665923701,55.873538913169256,False,False
S100065,U100001,app,2026-06-30 03:19:07.540842,D100001,241.48003809765572,53.31363095430696,False,False
S100066,U100001,app,2026-07-01 23:55:14.526348,D100001,218.57082929785943,54.6377250490193,False,False
S100067,U100001,app,2026-07-03 04:35:08.081936,D100001,239.41426663221574,55.48563088099208,False,False
S100068,U100001,app,2026-07-03 20:27:03.414100,D100001,258.8522304858511,68.14925001412085,False,False
S100069,U100001,app,2026-07-05 02:49:08.147736,D100001,272.98071605913714,66.93252431050337,False,False
S100070,U100001,app,2026-07-05 10:56:16.410501,D100001,225.63447888452077,69.11899254328816,False,False
S100071,U100001,app,2026-07-06 09:39:13.434022,D100001,218.98640809262142,43.5840552234145,False,False
S100072,U100001,app,2026-07-10 16:18:05.636720,D100001,282.19299672651783,56.51117004753363,False,False
S100073,U100001,app,2026-07-15 03:17:41.765875,D100001,230.36827462198383,63.59333632229003,False,False
S100074,U100001,app,2026-07-17 07:29:11.764123,D100001,236.09353472721074,53.391179231699645,False,False
S100075,U100001,app,2026-07-17 20:38:17.332318,D100001,246.93035678338762,52.508665242284266,False,False
S100076,U100001,app,2026-07-23 16:02:23.260949,D100001,250.1819125025353,46.75779323603402,False,False
S100077,U100001,app,2026-07-24 13:01:29.880045,D100001,244.30782606985326,52.30933203935687,True,False
S100078,U100001,app,2026-07-28 07:19:30.283402,D100001,251.8817418715489,50.4817155454904,False,False
S100079,U100001,app,2026-07-28 07:50:58.096972,D100001,230.05417863084332,55.42648624062704,False,False
S100080,U100001,app,2026-07-30 06:28:53.754371,D100001,227.4988258624201,52.41781207187277,False,False
S100081,U100001,app,2026-07-30 10:14:38.034232,D100001,233.88930713991573,59.3564815005459,False,False
S100082,U100001,app,2026-08-01 03:08:00.913678,D100001,246.1819186324537,51.49478176266019,False,False
S100083,U100001,app,2026-08-03 05:35:23.152142,D100001,228.75195918388104,53.95450247642058,False,False
S100084,U100001,app,2026-08-03 17:41:09.189056,D100001,232.6311388048007,41.18794827806192,False,False
S100085,U100001,app,2026-08-09 04:35:17.534249,D100001,235.5674518475476,54.87347785952429,False,False
S100086,U100001,app,2026-08-10 09:53:13.497392,D100001,200.11716491572673,42.28224706181236,False,False
S100087,U100001,app,2026-08-11 06:49:38.839288,D100001,204.07746557869007,52.40734719688079,False,False
S100088,U100001,app,2026-08-14 03:56:29.031133,D100001,218.2325841072916,57.62570141861871,False,False
S100089,U100001,app,2026-08-14 15:14:29.996048,D100001,246.71250026750405,56.30363826164991,False,False
S100090,U100001,app,2026-08-16 09:03:00.326744,D100001,233.08945760081528,58.08589650418284,False,False
S100091,U100001,app,2026-08-16 18:04:39.908466,D100001,233.88951330931008,49.840891660862525,False,False
S100092,U100001,app,2026-08-18 23:28:00.868571,D100001,216.61310155741992,66.6564940596024,False,False
S100093,U100001,app,2026-08-19 00:55:55.742280,D100001,221.69561533910476,51.646384060364284,False,False
S100094,U100001,app,2026-08-19 12:15:55.428857,D100001,228.7485148639867,51.918470553067145,False,False
S100095,U100001,app,2026-08-20 04:50:07.925204,D100001,217.45264125482956,66.56051418494759,False,False
S100096,U100001,app,2026-08-25 15:59:24.618969,D100001,225.18903500339158,54.55510301982502,False,False
S100097,U100002,app,2026-06-03 11:44:53.291352,D100002,332.2586370506239,47.40561990853438,False,True
S100098,U100002,app,2026-06-05 02:21:10.771583,D100002,316.3471356278545,50.68080526306283,False,False
S100099,U100002,app,2026-06-07 15:53:30.748729,D100002,290.14266010785127,51.98831468672009,False,False
S100100,U100002,app,2026-06-12 18:21:49.785889,D100002,312.9786761577574,52.43074040989759,False,False
S100101,U100002,app,2026-06-13 12:48:54.019830,D100002,307.4515128599437,53.85649258629481,False,False
S100102,U100002,app,2026-06-14 17:06:57.953161,D100002,319.2930880771009,54.657142132015835,False,False
S100103,U100002,app,2026-06-15 13:51:00.924147,D100002,299.58155701348534,44.74150369065485,False,False
S100104,U100002,app,2026-06-16 04:02:34.978660,D100002,301.6744189083019,54.399998182958846,False,False
S100105,U100002,app,2026-06-21 12:05:09.397786,D100002,281.79844449912906,42.83966371300051,False,False
S100106,U100002,app,2026-06-22 08:13:19.403299,D100002,296.41390502476344,49.11455230705511,True,False
S100107,U100002,app,2026-06-24 00:26:47.947178,D100002,302.8054677934167,49.329975738207615,False,False
S100108,U100002,app,2026-06-25 00:16:03.858001,D100002,310.73543977634637,45.63621417435074,False,False
S100109,U100002,app,2026-06-26 05:20:35.156695,D100002,283.4705298524033,47.349278864054575,False,False
S100110,U100002,app,2026-06-26 19:46:32.237464,D100002,320.13896997818307,49.25615026525136,False,False
S100111,U100002,app,2026-06-28 21:10:38.295671,D100002,299.2580175235391,51.255875862718995,False,False
S100112,U100002,app,2026-06-30 11:48:12.897960,D100002,316.7964707616745,54.67533173605639,False,False
S100113,U100002,app,2026-06-30 19:18:40.270277,D100002,310.2783052836795,47.77149681129415,False,False
S100114,U100002,app,2026-07-01 13:00:53.191241,D100002,316.95979542311375,54.32530685844599,False,False
S100115,U100002,app,2026-07-01 13:13:45.440274,D100002,303.9228723363152,52.267007587523146,False,False
S100116,U100002,app,2026-07-03 02:32:48.256016,D100002,310.94152951700465,51.99517497504971,False,False
S100117,U100002,app,2026-07-03 03:19:56.230523,D100002,310.8500786355957,48.95249075969235,False,False
S100118,U100002,app,2026-07-03 16:38:10.357016,D100002,316.33734598147095,50.96120149661761,False,False
S100119,U100002,app,2026-07-04 00:56:14.337533,D100002,315.88656462648896,36.27024990419779,False,False
S100120,U100002,app,2026-07-04 18:59:33.209239,D100002,335.2692541100865,42.048597262082865,False,False
S100121,U100002,app,2026-07-05 15:00:04.757121,D100002,291.6967378655532,52.40616125075391,False,False
S100122,U100002,app,2026-07-07 01:05:23.173557,D100002,321.923273471678,49.741852527092746,False,False
S100123,U100002,app,2026-07-07 02:56:33.126931,D100002,300.52520080719466,44.324841741355954,False,False
S100124,U100002,app,2026-07-07 06:40:01.816571,D100002,301.5396413379793,49.66293136570794,False,False
S100125,U100002,app,2026-07-08 05:50:06.684765,D100002,326.35313479693485,50.66250161677236,False,False
S100126,U100002,app,2026-07-08 07:52:32.003903,D100002,338.90737016598666,47.892390924665314,False,False
S100127,U100002,app,2026-07-09 07:08:51.801056,D100002,295.01177975284884,53.39431792499049,False,False
S100128,U100002,app,2026-07-10 02:37:01.048546,D100002,309.02711939270813,48.03320851209313,False,False
S100129,U100002,app,2026-07-10 07:25:00.061551,D100002,298.8476383797448,41.84247897859546,False,False
S100130,U100002,app,2026-07-10 14:59:58.584110,D100002,331.60177659077334,50.096177788755064,False,False
S100131,U100002,app,2026-07-14 23:52:04.450799,D100002,323.47744099240646,47.86844118808123,False,False
S100132,U100002,app,2026-07-15 11:13:38.926619,D100002,311.3140597565496,50.205032091265934,False,False
S100133,U100002,app,2026-07-17 05:43:45.196678,D100002,281.949790710496,48.63261357565859,False,False
S100134,U100002,app,2026-07-18 14:49:00.264255,D100002,318.88797675485836,49.117713044838304,False,False
S100135,U100002,app,2026-07-18 19:55:37.166476,D100002,300.6563232796238,60.85696054909838,False,False
S100136,U100002,app,2026-07-19 21:26:29.396098,D100002,320.110329424532,49.495945828024226,False,False
S100137,U100002,app,2026-07-23 07:31:36.783463,D100002,308.5295398716719,48.863246676076564,False,False
S100138,U100002,app,2026-07-24 09:28:22.627053,D100002,303.9537960290571,46.20640074466418,False,False
S100139,U100002,app,2026-07-27 07:55:42.795198,D100002,304.1116947326506,45.43056551782018,False,False
S100140,U100002,app,2026-07-29 14:34:15.281513,D100002,321.0374968083532,51.41978012671319,False,False
S100141,U100002,app,2026-07-30 00:41:59.443590,D100002,290.5146957687834,42.916266579590996,False,False
S100142,U100002,app,2026-07-31 13:12:51.316801,D100002,302.34785078737383,48.5265617697069,False,False
S100143,U100002,app,2026-08-01 23:54:34.859533,D100002,314.71484068399275,47.71106360913226,False,False
S100144,U100002,app,2026-08-05 12:36:10.665814,D100002,308.3708449955438,55.553968256866725,False,False
S100145,U100002,app,2026-08-09 22:07:34.947146,D100002,293.76375857231756,53.67271778427096,False,False
S100146,U100002,app,2026-08-12 05:25:50.488842,D100002,285.42052247711246,47.6498752325516,False,False
S100147,U100002,app,2026-08-13 00:55:58.599332,D100002,302.0559035066442,59.462729022606354,False,False
S100148,U100002,app,2026-08-28 00:26:12.652595,D100002,300.9680959188007,47.297191742183585,False,False
S100149,U100002,app,2026-08-29 06:22:01.953651,D100002,295.7641097529398,57.014142340263675,False,False
S100150,U100002,app,2026-08-29 15:59:17.790790,D100002,294.76212852937203,60.98643964160237,False,False
S100151,U100003,ussd,2026-06-04 02:59:24.572516,,,,,True
S100152,U100003,ussd,2026-06-04 08:02:55.333116,,,,,False
S100153,U100003,ussd,2026-06-05 04:25:31.970783,,,,,False
S100154,U100003,ussd,2026-06-05 07:19:34.280432,,,,,False
S100155,U100003,ussd,2026-06-08 02:09:31.474209,,,,,False
S100156,U100003,ussd,2026-06-10 22:26:14.038931,,,,,False
S100157,U100003,ussd,2026-06-11 18:20:21.274172,,,,,False
S100158,U100003,ussd,2026-06-12 03:46:08.919053,,,,,False
S100159,U100003,ussd,2026-06-12 19:25:40.071401,,,,,False
S100160,U100003,ussd,2026-06-17 03:46:37.711551,,,,,False
S100161,U100003,ussd,2026-06-18 07:10:14.428579,,,,,False
S100162,U100003,ussd,2026-06-20 12:19:04.196878,,,,,False
S100163,U100003,ussd,2026-06-21 13:47:14.577456,,,,,False
S100164,U100003,ussd,2026-06-21 18:49:08.873782,,,,,False
S100165,U100003,ussd,2026-06-22 22:44:40.963927,,,,,False
S100166,U100003,ussd,2026-06-26 06:08:09.218696,,,,,False
S100167,U100003,ussd,2026-06-26 12:51:55.978676,,,,,False
S100168,U100003,ussd,2026-06-28 02:05:20.540801,,,,,False
S100169,U100003,ussd,2026-07-02 17:52:21.648189,,,,,False
S100170,U100003,ussd,2026-07-03 09:41:19.630660,,,,,False
S100171,U100003,ussd,2026-07-04 08:46:32.055548,,,,,False
S100172,U100003,ussd,2026-07-05 08:07:46.111829,,,,,False
S100173,U100003,ussd,2026-07-06 21:46:06.739027,,,,,False
S100174,U100003,ussd,2026-07-08 22:42:59.449457,,,,,False
S100175,U100003,ussd,2026-07-09 18:29:21.942428,,,,,False
S100176,U100003,ussd,2026-07-09 22:44:04.696223,,,,,False
S100177,U100003,ussd,2026-07-12 17:39:36.625015,,,,,False
S100178,U100003,ussd,2026-07-13 14:07:18.837332,,,,,False
S100179,U100003,ussd,2026-07-13 20:00:44.742165,,,,,False
S100180,U100003,ussd,2026-07-14 23:31:25.081756,,,,,False
S100181,U100003,ussd,2026-07-15 13:09:23.519947,,,,,False
S100182,U100003,ussd,2026-07-19 06:23:50.346673,,,,,False
S100183,U100003,ussd,2026-07-20 01:59:53.930314,,,,,False
S100184,U100003,ussd,2026-07-21 04:19:12.696568,,,,,False
S100185,U100003,ussd,2026-07-23 05:55:23.265749,,,,,False
S100186,U100003,ussd,2026-07-25 20:04:19.706053,,,,,False
S100187,U100003,ussd,2026-07-26 01:32:17.670040,,,,,False
S100188,U100003,ussd,2026-07-28 04:07:07.487785,,,,,False
S100189,U100003,ussd,2026-07-30 11:19:22.715648,,,,,False
S100190,U100003,ussd,2026-07-31 17:58:22.021809,,,,,False
S100191,U100003,ussd,2026-07-31 20:06:34.252928,,,,,False
S100192,U100003,ussd,2026-08-01 03:14:57.267167,,,,,False
S100193,U100003,ussd,2026-08-01 21:33:16.708964,,,,,False
S100194,U100003,ussd,2026-08-05 02:15:48.848321,,,,,False
S100195,U100003,ussd,2026-08-08 13:20:56.932983,,,,,False
S100196,U100003,ussd,2026-08-11 13:45:35.072091,,,,,False
S100197,U100003,ussd,2026-08-13 01:36:06.931288,,,,,False
S100198,U100003,ussd,2026-08-13 14:09:25.052527,,,,,False
S100199,U100003,ussd,2026-08-13 14:20:50.702690,,,,,False
S100200,U100003,ussd,2026-08-17 17:29:19.533811,,,,,False
S100201,U100003,ussd,2026-08-18 07:27:21.804897,,,,,False
S100202,U100003,ussd,2026-08-23 16:02:07.952195,,,,,False
S100203,U100003,ussd,2026-08-24 04:05:48.449843,,,,,False
S100204,U100003,ussd,2026-08-24 20:34:32.301216,,,,,False
S100205,U100003,ussd,2026-08-26 00:15:31.058350,,,,,False
S100206,U100004,ussd,2026-06-01 22:03:36.621114,,,,,True
S100207,U100004,ussd,2026-06-05 23:01:38.486582,,,,,False
S100208,U100004,ussd,2026-06-07 16:02:53.053006,,,,,False
S100209,U100004,ussd,2026-06-08 22:23:21.481785,,,,,False
S100210,U100004,ussd,2026-06-14 13:32:37.331925,,,,,False
S100211,U100004,ussd,2026-06-15 15:54:02.165048,,,,,False
S100212,U100004,ussd,2026-06-16 00:24:45.396751,,,,,False
S100213,U100004,ussd,2026-06-17 19:37:51.353926,,,,,False
S100214,U100004,ussd,2026-06-20 09:12:12.381617,,,,,False
S100215,U100004,ussd,2026-06-21 05:08:49.468914,,,,,False
S100216,U100004,ussd,2026-06-21 12:19:11.019276,,,,,False
S100217,U100004,ussd,2026-06-24 07:09:46.837486,,,,,False
S100218,U100004,ussd,2026-06-26 22:10:44.437101,,,,,False
S100219,U100004,ussd,2026-07-02 08:59:36.952356,,,,,False
S100220,U100004,ussd,2026-07-03 20:18:37.269057,,,,,False
S100221,U100004,ussd,2026-07-04 20:20:03.212770,,,,,False
S100222,U100004,ussd,2026-07-06 05:42:58.710045,,,,,False
S100223,U100004,ussd,2026-07-07 09:49:56.239972,,,,,False
S100224,U100004,ussd,2026-07-07 20:21:29.875767,,,,,False
S100225,U100004,ussd,2026-07-07 23:54:32.706006,,,,,False
S100226,U100004,ussd,2026-07-09 03:52:29.160759,,,,,False
S100227,U100004,ussd,2026-07-09 05:27:40.346354,,,,,False
S100228,U100004,ussd,2026-07-10 07:51:08.107014,,,,,False
S100229,U100004,ussd,2026-07-10 13:48:42.132544,,,,,False
S100230,U100004,ussd,2026-07-11 15:33:51.609814,,,,,False
S100231,U100004,ussd,2026-07-11 23:52:30.124454,,,,,False
S100232,U100004,ussd,2026-07-15 08:58:36.819881,,,,,False
S100233,U100004,ussd,2026-07-15 16:48:58.336600,,,,,False
S100234,U100004,ussd,2026-07-18 22:49:53.498196,,,,,False
S100235,U100004,ussd,2026-07-19 08:26:56.574020,,,,,False
S100236,U100004,ussd,2026-07-20 22:34:50.842258,,,,,False
S100237,U100004,ussd,2026-07-24 19:13:20.889845,,,,,False
S100238,U100004,ussd,2026-07-26 02:11:36.831583,,,,,False
S100239,U100004,ussd,2026-07-28 05:07:54.789103,,,,,False
S100240,U100004,ussd,2026-08-02 08:00:04.982029,,,,,False
S100241,U100004,ussd,2026-08-03 14:28:54.800050,,,,,False
S100242,U100004,ussd,2026-08-05 07:03:17.878859,,,,,False
S100243,U100004,ussd,2026-08-07 00:10:58.210649,,,,,False
S100244,U100004,ussd,2026-08-10 13:20:14.433460,,,,,False
S100245,U100004,ussd,2026-08-10 23:10:03.747034,,,,,False
S100246,U100004,ussd,2026-08-11 12:32:11.214824,,,,,False
S100247,U100004,ussd,2026-08-12 23:30:46.106186,,,,,False
S100248,U100004,ussd,2026-08-20 10:10:16.424408,,,,,False
S100249,U100004,ussd,2026-08-20 18:37:37.582474,,,,,False
S100250,U100004,ussd,2026-08-20 23:07:42.557538,,,,,False
S100251,U100004,ussd,2026-08-24 23:18:22.619156,,,,,False
S100252,U100004,ussd,2026-08-27 21:56:18.174626,,,,,False
S100253,U100004,ussd,2026-08-28 21:56:45.579809,,,,,False
S100254,U100004,ussd,2026-08-29 22:44:49.459506,,,,,False
S100255,U100005,app,2026-06-05 13:03:12.261316,D100005,244.07384154499613,34.96988143507772,False,True
S100256,U100005,app,2026-06-05 13:14:46.918537,D100005,228.13700329124947,35.722619192909775,False,False
S100257,U100005,app,2026-06-10 11:47:09.810543,D100005,223.09810271701602,34.06282488495277,False,False
S100258,U100005,app,2026-06-11 19:17:09.690790,D100005,235.65744301685697,37.32283204726733,False,False
S100259,U100005,app,2026-06-13 01:30:27.945320,D100005,194.43497390126277,34.307532308822516,False,False
S100260,U100005,app,2026-06-13 16:15:37.909502,D100005,225.57076902304252,28.920676475613654,False,False
S100261,U100005,app,2026-06-16 06:20:13.999955,D100005,223.78555896254665,35.88327072925511,False,False
S100262,U100005,app,2026-06-16 06:36:04.222516,D100005,226.56657115657774,28.466837362080714,False,False
S100263,U100005,app,2026-06-17 14:43:21.781304,D100005,217.48745180905365,52.50481556461582,False,False
S100264,U100005,app,2026-06-18 00:48:24.899454,D100005,215.14183714093798,37.51817376410982,False,False
S100265,U100005,app,2026-06-20 22:39:34.844851,D100005,181.15916759661383,34.27283906704119,False,False
S100266,U100005,app,2026-06-21 15:37:27.815773,D100005,216.81078810602722,35.32334686331779,False,False
S100267,U100005,app,2026-06-24 16:00:04.572877,D100005,241.11110025006613,35.009747041980255,False,False
S100268,U100005,app,2026-06-25 01:15:30.358331,D100005,212.28108909342106,38.910583460835056,False,False
S100269,U100005,app,2026-06-26 13:50:00.164619,D100005,190.88023655695864,31.31677183366676,False,False
S100270,U100005,app,2026-06-29 20:55:57.139099,D100005,205.2939661236143,33.59658219059895,False,False
S100271,U100005,app,2026-06-30 12:11:35.085701,D100005,215.01762467383645,40.11497644902812,False,False
S100272,U100005,app,2026-07-03 06:59:05.502623,D100005,214.71138771536587,37.39804796308542,False,False
S100273,U100005,app,2026-07-03 11:24:37.700592,D100005,208.67392532211454,39.60877366258824,False,False
S100274,U100005,app,2026-07-03 19:51:20.241788,D100005,242.81386458290973,39.88908155203322,False,False
S100275,U100005,app,2026-07-04 05:33:17.011988,D100005,227.71373546745653,36.7212752510164,False,False
S100276,U100005,app,2026-07-06 18:43:37.386287,D100005,225.56270841661777,34.05189537963372,False,False
S100277,U100005,app,2026-07-15 14:29:59.888385,D100005,207.75744423975638,33.165571354440964,False,False
S100278,U100005,app,2026-07-15 19:13:11.303424,D100005,230.66476632201966,32.46915054436173,False,False
S100279,U100005,app,2026-07-18 22:56:09.824091,D100005,245.14365266662494,28.837241284999685,False,False
S100280,U100005,app,2026-07-20 18:13:17.870673,D100005,215.0506011171402,29.742518937105405,False,False
S100281,U100005,app,2026-07-21 02:50:52.109727,D100005,216.45510703989822,43.147686890770935,False,False
S100282,U100005,app,2026-07-22 09:49:36.694121,D100005,219.42467613402994,38.00511138944122,False,False
S100283,U100005,app,2026-07-24 13:35:37.560965,D100005,190.66169740598642,30.466661228288075,False,False
S100284,U100005,app,2026-07-24 13:44:25.791823,D100005,239.9561802116623,36.0313605560658,False,False
S100285,U100005,app,2026-07-25 12:44:04.779087,D100005,211.65608463236904,35.33542679956031,False,False
S100286,U100005,app,2026-07-26 08:22:54.297346,D100005,212.15871229043853,35.6938438799178,False,False
S100287,U100005,app,2026-07-28 06:34:03.017332,D100005,228.61812705209556,39.399048093255026,False,False
S100288,U100005,app,2026-07-29 10:25:30.106224,D100005,222.75116694630645,41.55335547427086,False,False
S100289,U100005,app,2026-07-30 06:39:47.841021,D100005,251.4407573657195,40.13843267333134,False,False
S100290,U100005,app,2026-07-30 10:54:36.379075,D100005,208.0598033134943,39.79246775483687,False,False
S100291,U100005,app,2026-08-06 14:19:27.425882,D100005,213.63571300510623,30.887773125056416,False,False
S100292,U100005,app,2026-08-08 10:20:42.229345,D100005,191.95126872487845,30.01163288932085,False,False
S100293,U100005,app,2026-08-14 08:20:36.052216,D100005,209.78921896204713,37.66463183738849,False,False
S100294,U100005,app,2026-08-14 22:59:38.978505,D100005,242.70399581428887,30.444626061380692,False,False
S100295,U100005,app,2026-08-15 06:07:34.736313,D100005,207.62108215885905,37.53981406772827,False,False
S100296,U100005,app,2026-08-16 17:04:04.707330,D100005,218.13342314926064,33.2915462593686,False,False
S100297,U100005,app,2026-08-23 10:34:39.739584,D100005,196.23540101195604,34.43392575998872,False,False
S100298,U100005,app,2026-08-27 10:17:54.295166,D100005,222.6262317339295,24.91814003082081,False,False
S100299,U100005,app,2026-08-30 10:09:46.558032,D100005,228.17226484327838,27.319357983062112,False,False
S100300,U100006,app,2026-06-02 07:12:45.103996,D100006,301.8168610530716,30.43022095148463,False,True
S100301,U100006,app,2026-06-05 08:11:04.923524,D100006,269.94296565114087,30.061088050657055,True,False
S100302,U100006,app,2026-06-05 12:54:29.346714,D100006,304.99175989503823,29.04141227451578,False,False
S100303,U100006,app,2026-06-06 08:20:56.203407,D100006,276.30738916601535,27.57122989845787,False,False
S100304,U100006,app,2026-06-09 10:52:51.037944,D100006,292.9804887656743,34.50686516611319,False,False
S100305,U100006,app,2026-06-11 08:46:45.879583,D100006,298.85909803752776,32.47032063674836,False,False
S100306,U100006,app,2026-06-12 19:41:45.123100,D100006,301.63772246112086,29.267113495214183,False,False
S100307,U100006,app,2026-06-14 00:57:10.677599,D100006,285.18963041830807,31.547486580220326,True,False
S100308,U100006,app,2026-06-15 13:48:22.152530,D100006,292.56067894496636,18.10924140605675,False,False
S100309,U100006,app,2026-06-16 11:31:28.644317,D100006,298.43164637459444,24.69759873214386,False,False
S100310,U100006,app,2026-06-18 19:05:42.310111,D100006,290.78445584272635,28.711391920402974,False,False
